ID,Area
93_1,6160
93_2,12099
93_3,9954
93_4,5130
93_5,8584
93_6,11011
93_7,10695
93_8,8268
93_9,7011
93_10,7296
93_11,10080
93_12,2970
93_13,11500
93_14,6090
93_15,7004
93_16,6643
93_17,12350
93_18,6300
93_19,15730
93_20,7590
93_21,4410
93_22,3016
8_1,31236
8_2,28512
8_3,9592
45_1,10032
45_2,9604
45_3,9775
45_4,16236
45_5,10086
45_6,9144
45_7,7686
45_8,11550
45_9,5530
45_10,13673
45_11,4864
45_12,14580
45_13,9523
45_14,15589
45_15,8547
45_16,3403
45_17,4040
45_18,8034
45_19,11448
45_20,4380
45_21,2701
45_22,6720
78_1,7770
78_2,8858
78_3,9095
78_4,7290
78_5,6930
78_6,6624
78_7,4941
78_8,10434
78_9,7854
78_10,6490
78_11,5780
78_12,4704
78_13,6853
78_14,2394
78_15,3760
78_16,3968
78_17,5618
78_18,6004
78_19,2484
75_1,4320
75_2,3808
75_3,2491
75_4,4488
75_5,2652
75_6,3450
75_7,2451
75_8,2107
75_9,2623
75_10,3476
75_11,2961
75_12,1564
75_13,2288
75_14,2709
75_15,3654
104_1,12825
104_2,10648
104_3,5700
104_4,12322
104_5,3520
104_6,4440
104_7,14690
104_8,10416
104_9,11152
104_10,15120
104_11,10146
104_12,8700
104_13,6424
104_14,3717
104_15,12524
104_16,6300
104_17,7298
104_18,9288
104_19,10140
104_20,3264
104_21,3127
80_1,5248
80_2,4272
80_3,3840
80_4,3519
80_5,5656
80_6,2491
80_7,3577
80_8,3920
80_9,3196
80_10,3100
80_11,3224
80_12,3496
80_13,2552
80_14,3060
80_15,3120
80_16,2025
80_17,3575
80_18,3135
80_19,2205
105_1,16002
105_2,22185
105_3,16470
105_4,21720
105_5,21942
105_6,14522
105_7,14112
105_8,16898
105_9,9476
105_10,15010
105_11,3968
105_12,11136
105_13,12768
105_14,13095
105_15,11100
113_1,3720
113_2,4828
113_3,3220
113_4,3363
113_5,3900
113_6,2162
113_7,3243
113_8,2610
113_9,2565
113_10,2754
113_11,2484
113_12,1980
113_13,2162
113_14,1292
117_1,2800
117_2,3584
117_3,3216
117_4,2548
117_5,2530
117_6,2773
117_7,3060
117_8,2679
117_9,3009
117_10,2950
117_11,2150
117_12,2142
117_13,1320
117_14,2714
117_15,2756
117_16,2565
117_17,992
117_18,2106
57_1,9494
57_2,8480
57_3,8265
57_4,11342
57_5,9594
57_6,6560
57_7,8460
57_8,6566
57_9,9116
57_10,7719
57_11,6319
57_12,5310
57_13,7029
57_14,3408
57_15,4914
57_16,10275
112_1,3904
112_2,3510
112_3,3717
112_4,3780
112_5,2976
112_6,3564
