ID,Area
16_1,6380
16_2,5733
16_3,4896
16_4,6100
16_5,4841
16_6,4095
16_7,3690
16_8,4264
16_9,3560
16_10,3432
16_11,4674
16_12,3600
16_13,2739
16_14,2808
111_1,3717
111_2,3192
111_3,4209
111_4,3780
111_5,3600
111_6,3245
111_7,3300
111_8,3240
111_9,2600
111_10,2254
111_11,2832
111_12,2379
7_1,39042
7_2,36800
34_1,2914
34_2,4118
34_3,4941
34_4,5772
34_5,3200
34_6,3996
34_7,3484
34_8,2664
34_9,3950
34_10,3700
34_11,2408
34_12,4770
34_13,2964
34_14,3116
34_15,2726
34_16,1495
34_17,2208
34_18,3534
34_19,2856
108_1,4216
108_2,2832
108_3,3021
108_4,3886
108_5,4160
108_6,3496
108_7,4224
108_8,3420
108_9,3135
108_10,3132
108_11,2565
108_12,2209
108_13,1763
108_14,3009
108_15,1887
18_1,4860
18_2,3360
18_3,3441
18_4,3102
18_5,3914
18_6,3105
18_7,2821
18_8,3159
18_9,2449
67_1,5808
67_2,6336
67_3,9009
67_4,7630
67_5,6400
67_6,4740
67_7,3038
67_8,9176
67_9,7821
67_10,4416
67_11,8134
67_12,7800
67_13,5475
67_14,7590
67_15,6106
67_16,4108
67_17,1640
67_18,3172
103_1,17688
103_2,14490
103_3,12052
103_4,12642
103_5,13800
103_6,12510
103_7,9408
103_8,17360
103_9,16640
103_10,4964
103_11,11390
103_12,13685
103_13,9243
103_14,4074
103_15,8160
103_16,3819
35_1,6650
35_2,7455
35_3,4900
35_4,7176
35_5,7476
35_6,6825
35_7,7178
35_8,3082
35_9,8938
35_10,3080
35_11,10750
35_12,2775
35_13,8050
35_14,6525
35_15,6059
35_16,10340
35_17,11700
35_18,5451
35_19,7125
35_20,10032
35_21,8906
35_22,4988
