ID,Area
16_1,2414
16_2,3780
16_3,4142
16_4,6384
16_5,4554
16_6,4094
16_7,4794
16_8,4576
16_9,3034
16_10,6426
16_11,5796
16_12,2686
16_13,3465
16_14,3420
16_15,5546
16_16,3432
16_17,4500
16_18,3762
16_19,5600
111_1,3591
111_2,3304
111_3,3780
111_4,4140
111_5,3249
111_6,3600
111_7,3300
111_8,2703
111_9,1428
111_10,2940
111_11,2300
111_12,3876
111_13,3770
111_14,2112
111_15,2204
111_16,1632
111_17,2394
7_1,39930
7_2,38678
34_1,4047
34_2,2976
34_3,4941
34_4,3922
34_5,3321
34_6,3519
34_7,3700
34_8,3840
34_9,2464
34_10,2736
34_11,3276
34_12,4680
34_13,2808
34_14,3904
34_15,2254
34_16,5698
34_17,3591
34_18,2788
34_19,1365
34_20,2860
108_1,2784
108_2,3960
108_3,4216
108_4,3420
108_5,3969
108_6,2968
108_7,3360
108_8,3078
108_9,4030
108_10,2520
108_11,2968
108_12,2958
108_13,1976
108_14,1998
108_15,2214
108_16,2070
108_17,1806
108_18,2640
108_19,2262
18_1,4815
18_2,3444
18_3,3196
18_4,4160
18_5,3640
18_6,2880
18_7,3003
18_8,2652
18_9,2205
18_10,3360
18_11,3081
18_12,3034
18_13,2937
18_14,989
18_15,1512
18_16,1150
67_1,5808
67_2,6090
67_3,6400
67_4,7344
67_5,4758
67_6,9300
67_7,4347
67_8,9272
67_9,7469
67_10,6901
67_11,6090
67_12,3264
67_13,7980
67_14,8330
67_15,5772
67_16,1600
67_17,3111
67_18,3780
103_1,18224
103_2,12255
103_3,13860
103_4,17640
103_5,14734
103_6,11340
103_7,12604
103_8,12994
103_9,16956
103_10,12070
103_11,14280
103_12,9477
103_13,8415
103_14,4312
103_15,5750
103_16,11413
103_17,4060
35_1,6745
35_2,4970
35_3,7440
35_4,6695
35_5,3025
35_6,3055
35_7,7280
35_8,2850
35_9,10614
35_10,9047
35_11,6600
35_12,8004
35_13,6984
35_14,7553
35_15,11466
35_16,7007
35_17,8712
35_18,10137
35_19,4872
35_20,10270
35_21,5840
35_22,2050
35_23,1240
