ID,Area
16_1,4500
16_2,6498
16_3,4180
111_1,3640
111_2,3654
111_3,3248
111_4,4410
111_5,3660
111_6,3248
111_7,3416
111_8,2601
7_1,41310
7_2,37979
34_1,3038
34_2,4060
34_3,5002
34_4,3825
34_5,3360
34_6,2451
34_7,3700
34_8,3888
34_9,3519
34_10,5621
34_11,4732
34_12,2847
108_1,3465
108_2,3894
108_3,2832
108_4,3969
108_5,4216
108_6,3074
108_7,3363
108_8,3021
18_1,4644
18_2,3276
18_3,4160
18_4,3196
18_5,3458
18_6,2912
67_1,9588
67_2,5874
67_3,6336
67_4,9225
67_5,6666
67_6,7480
67_7,4740
67_8,7623
67_9,3264
67_10,8918
67_11,4544
67_12,6930
67_13,7875
67_14,6003
103_1,18221
103_2,12350
103_3,14178
103_4,11772
103_5,12848
103_6,14076
103_7,17484
103_8,12788
103_9,14396
103_10,16485
103_11,11900
35_1,10648
35_2,6816
35_3,7440
35_4,6592
35_5,10355
35_6,5112
35_7,3024
35_8,7081
35_9,7597
35_10,3168
35_11,2812
35_12,9047
35_13,7553
35_14,6853
35_15,8906
35_16,8120
35_17,11600
35_18,10296
35_19,7347
35_20,4840
