Iteration,Mean Absolute Error (MAE)
0,12.722689075630251
1,13.722689075630251
2,11.722689075630251
3,4.722689075630252
4,2.773109243697479
5,1.9075630252100841
6,1.2605042016806722
7,1.2605042016806722
8,1.4621848739495797
6,1.9075630252100841
7,3.277310924369748
8,2.277310924369748
9,2.277310924369748
0,3.277310924369748
1,3.277310924369748

0,4.277310924369748
1,4.277310924369748
2,4.277310924369748
3,4.277310924369748
4,3.277310924369748
5,3.277310924369748
