                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.2078,                0.89762,                 1.1361,                0.90607,                0.86857,                0.93911,                0.59896,                  1.248,                 0.9794,                  1.182,              0.0013664,              0.0013664,              0.0013664
                     18,                  1.145,                0.88128,                 1.1067,                0.88835,                0.90504,                0.92877,                0.57446,                 1.2938,                0.93448,                 1.2239,              0.0013268,              0.0013268,              0.0013268
                     19,                 1.1713,                0.93759,                 1.1052,                0.87078,                0.89573,                 0.9248,                0.58068,                 1.2862,                0.89888,                 1.2472,              0.0012872,              0.0012872,              0.0012872
                     20,                 1.1674,                0.83089,                 1.1338,                0.87671,                0.90996,                0.91938,                0.56447,                 1.2889,                0.90837,                   1.24,              0.0012476,              0.0012476,              0.0012476
                     21,                 1.1851,                0.85603,                  1.106,                0.88413,                0.86793,                 0.9249,                0.58186,                 1.3053,                0.94077,                 1.2269,               0.001208,               0.001208,               0.001208
                     22,                 1.1582,                0.85545,                 1.1081,                 0.8887,                0.87036,                0.94575,                0.59419,                 1.2938,                0.93262,                 1.2158,              0.0011684,              0.0011684,              0.0011684
                     23,                 1.2775,                0.91912,                 1.2422,                 0.8676,                0.90063,                0.94148,                0.56781,                 1.3171,                0.87212,                  1.236,              0.0011288,              0.0011288,              0.0011288
                     24,                 1.1452,                0.86883,                 1.1338,                0.87964,                0.93518,                0.93877,                0.56916,                 1.2623,                0.86126,                 1.2207,              0.0010892,              0.0010892,              0.0010892
                     25,                 1.1371,                 1.0011,                 1.1261,                0.88531,                0.93365,                0.94755,                0.60842,                 1.2318,                0.81018,                 1.1895,              0.0010496,              0.0010496,              0.0010496
                     26,                  1.131,                0.81458,                 1.1085,                 0.9342,                0.91469,                0.95377,                0.61432,                 1.2148,                0.77981,                 1.1745,                0.00101,                0.00101,                0.00101
                     27,                 1.1528,                0.79874,                 1.1038,                0.92057,                0.87882,                0.94364,                0.59476,                 1.2144,                0.78803,                 1.1736,              0.0009704,              0.0009704,              0.0009704
                     28,                 1.0848,                0.75075,                 1.0582,                0.91361,                0.90216,                0.94756,                0.59125,                 1.2453,                0.75771,                 1.1854,              0.0009308,              0.0009308,              0.0009308
                     29,                 1.0804,                0.74477,                 1.0673,                0.89443,                0.91943,                0.94795,                0.59519,                 1.2331,                0.76237,                 1.1951,              0.0008912,              0.0008912,              0.0008912
                     30,                 1.1461,                0.75958,                 1.1354,                0.91358,                0.91943,                 0.9496,                0.60009,                 1.2148,                0.75194,                 1.1769,              0.0008516,              0.0008516,              0.0008516
                     31,                 1.1102,                0.74332,                 1.1064,                0.90553,                 0.9086,                0.95612,                0.59998,                   1.26,                0.76281,                 1.1957,               0.000812,               0.000812,               0.000812
                     32,                 1.0563,                0.74608,                 1.0696,                0.92675,                0.90995,                0.94842,                0.60215,                  1.233,                0.78357,                 1.1688,              0.0007724,              0.0007724,              0.0007724
                     33,                 1.1197,                 0.7537,                 1.0665,                 0.8906,                0.87678,                  0.935,                0.59515,                 1.2577,                0.80335,                 1.1676,              0.0007328,              0.0007328,              0.0007328
                     34,                 1.0874,                 0.7231,                 1.0499,                0.89802,                0.91943,                0.95256,                0.60424,                 1.2385,                0.75614,                 1.1716,              0.0006932,              0.0006932,              0.0006932
                     35,                 1.0425,                0.70937,                 1.0694,                0.93115,                0.88152,                0.94496,                0.60386,                 1.2321,                0.73659,                 1.1612,              0.0006536,              0.0006536,              0.0006536
                     36,                 1.0059,                0.69441,                 1.0458,                0.93561,                 0.8952,                0.95205,                0.62324,                 1.2126,                0.72228,                 1.1586,               0.000614,               0.000614,               0.000614
                     37,                 1.0485,                0.72632,                 1.0622,                0.93617,                0.90047,                0.95213,                0.60214,                 1.2306,                0.72871,                  1.178,              0.0005744,              0.0005744,              0.0005744
                     38,                 1.0627,                0.73756,                 1.0414,                0.92464,                0.89573,                0.94283,                0.60161,                 1.2357,                0.72485,                   1.18,              0.0005348,              0.0005348,              0.0005348
                     39,                 1.0423,                0.69025,                 1.0638,                0.92225,                0.89941,                0.94589,                0.61509,                 1.2152,                0.71503,                 1.1712,              0.0004952,              0.0004952,              0.0004952
                     40,                 1.0974,                0.71142,                 1.1213,                0.89306,                0.92417,                0.95083,                 0.6047,                 1.2486,                 0.7093,                 1.1907,              0.0004556,              0.0004556,              0.0004556
                     41,                0.98414,                0.69496,                 1.0431,                0.90216,                0.91774,                0.95298,                 0.6147,                 1.2204,                0.71679,                 1.1689,               0.000416,               0.000416,               0.000416
                     42,                0.97443,                0.69544,                 1.0665,                0.95252,                0.85566,                0.94399,                0.60868,                  1.245,                0.74068,                 1.1769,              0.0003764,              0.0003764,              0.0003764
                     43,                0.95426,                0.65654,                 1.0452,                0.89606,                0.90521,                 0.9537,                0.60689,                  1.224,                0.71355,                  1.183,              0.0003368,              0.0003368,              0.0003368
                     44,                0.93331,                0.66856,                 1.0312,                 0.9004,                0.89974,                0.95214,                0.60087,                 1.2522,                0.71683,                 1.2007,              0.0002972,              0.0002972,              0.0002972
                     45,                0.93756,                0.64688,                  1.031,                0.90546,                0.90782,                0.94928,                0.60906,                 1.2248,                 0.7171,                 1.1882,              0.0002576,              0.0002576,              0.0002576
                     46,                 0.9081,                0.61089,                 1.0059,                0.90186,                0.91469,                0.94491,                0.61383,                 1.2128,                0.72572,                 1.1741,               0.000218,               0.000218,               0.000218
                     47,                0.97358,                0.65449,                 1.0539,                 0.9296,                0.87611,                0.94376,                0.61194,                 1.2191,                0.72021,                 1.1838,              0.0001784,              0.0001784,              0.0001784
                     48,                 0.9048,                0.60447,                 1.0147,                0.91281,                0.89311,                0.94329,                0.61096,                 1.2322,                0.71596,                 1.1927,              0.0001388,              0.0001388,              0.0001388
                     49,                0.91235,                0.61325,                 1.0073,                 0.9146,                0.91363,                0.94449,                0.60618,                 1.2281,                0.71033,                 1.1896,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 1.0067,                0.66525,                 1.0182,                0.91498,                0.91805,                0.94489,                0.61238,                 1.2172,                0.70664,                 1.1829,               5.96e-05,               5.96e-05,               5.96e-05
