ID,Area
93_1,11990
93_2,10033
93_3,4752
93_4,7316
93_5,6003
93_6,11316
93_7,6426
93_8,10465
93_9,7104
93_10,8436
93_11,12180
93_12,3149
93_13,6222
93_14,4004
93_15,8085
93_16,12445
93_17,8064
93_18,6806
93_19,9010
93_20,6808
93_21,5184
93_22,4074
93_23,2242
93_24,3432
93_25,16644
93_26,5141
93_27,7326
8_1,31255
8_2,44255
8_3,14601
8_4,9328
8_5,27810
8_6,30132
45_1,7936
45_2,9594
45_3,9506
45_4,10647
45_5,13794
45_6,9344
45_7,15738
45_8,9512
45_9,11760
45_10,8664
45_11,9646
45_12,4141
45_13,8216
45_14,5609
45_15,15846
45_16,16416
45_17,4171
45_18,2697
45_19,5016
45_20,7840
45_21,11340
45_22,3528
78_1,6930
78_2,6916
78_3,9072
78_4,7632
78_5,7854
78_6,8137
78_7,7280
78_8,5916
78_9,10640
78_10,6549
78_11,4661
78_12,7488
78_13,3476
78_14,4500
78_15,2475
78_16,3906
78_17,2592
78_18,4200
78_19,6478
78_20,15128
78_21,3400
78_22,1886
78_23,3249
78_24,7644
78_25,3843
75_1,2754
75_2,2107
75_3,3819
75_4,2544
75_5,4248
75_6,3468
75_7,4488
75_8,1632
75_9,2244
75_10,2668
75_11,2961
75_12,2565
75_13,2820
75_14,3440
75_15,841
75_16,2520
75_17,5015
75_18,1554
75_19,1312
104_1,13095
104_2,14690
104_3,10416
104_4,9152
104_5,5852
104_6,10120
104_7,12480
104_8,6900
104_9,9460
104_10,13875
104_11,11424
104_12,14762
104_13,4914
104_14,10769
104_15,3782
104_16,3591
104_17,6696
104_18,9317
104_19,9016
104_20,3872
104_21,3186
104_22,1908
104_23,19734
104_24,2772
104_25,1118
80_1,2585
80_2,5600
80_3,4320
80_4,5395
80_5,2070
80_6,3384
80_7,3450
80_8,3843
80_9,3510
80_10,3196
80_11,3360
80_12,2156
80_13,2436
80_14,3920
80_15,1998
80_16,3192
80_17,3675
80_18,2964
80_19,3150
80_20,3465
80_21,1350
80_22,1840
105_1,9396
105_2,23635
105_3,16731
105_4,15198
105_5,15770
105_6,17290
105_7,23430
105_8,21780
105_9,16974
105_10,10414
105_11,14606
105_12,10902
105_13,4092
105_14,12654
105_15,11865
105_16,9768
105_17,7220
105_18,4144
105_19,14430
113_1,2552
113_2,2736
113_3,2967
113_4,3312
113_5,2162
113_6,5037
113_7,4050
113_8,3658
113_9,1290
113_10,2025
113_11,1815
113_12,3190
113_13,2451
113_14,2912
113_15,2160
113_16,1722
113_17,2627
117_1,2784
117_2,2650
117_3,2530
117_4,3068
117_5,3332
117_6,2244
117_7,1386
117_8,1054
117_9,2640
117_10,2150
117_11,3584
117_12,2964
117_13,2475
117_14,2820
117_15,3111
117_16,3016
117_17,2704
117_18,2214
117_19,676
117_20,1628
57_1,11449
57_2,6566
57_3,8667
57_4,10094
57_5,7826
57_6,9660
57_7,9345
57_8,10512
57_9,6724
57_10,7728
57_11,5460
57_12,7128
57_13,6643
57_14,8360
57_15,6500
57_16,3337
57_17,5644
57_18,5025
57_19,3717
57_20,6565
57_21,1271
57_22,10614
57_23,1452
112_1,2867
112_2,3696
112_3,3843
112_4,4788
112_5,3968
112_6,3021
112_7,2756
112_8,2652
112_9,3705
112_10,3843
112_11,1395
112_12,3648
112_13,1710
112_14,3304
112_15,2255
112_16,2320
112_17,2070
112_18,1444
112_19,728
112_20,1600
111_1,4292
111_2,4118
111_3,5041
111_4,2116
111_5,3904
111_6,2162
