ID,Area
93_1,9828
93_2,11990
93_3,4752
93_4,6426
93_5,10260
93_6,7316
93_7,10890
93_8,5916
93_9,7104
93_10,8322
93_11,4004
93_12,12870
93_13,3149
93_14,6222
93_15,12350
93_16,7725
93_17,7770
93_18,5238
93_19,6806
93_20,6808
93_21,4032
93_22,8925
93_23,3366
93_24,2301
93_25,6993
93_26,5238
93_27,2958
93_28,14351
93_29,3360
93_30,3619
8_1,44352
8_2,30186
8_3,13616
8_4,28196
8_5,9328
8_6,16767
8_7,29040
8_8,28072
45_1,8060
45_2,10000
45_3,9594
45_4,9144
45_5,13794
45_6,16104
45_7,10647
45_8,9628
45_9,9540
45_10,8400
45_11,8137
45_12,15207
45_13,4284
45_14,11752
45_15,16416
45_16,3654
45_17,5538
45_18,2666
45_19,4864
45_20,6642
45_21,3652
45_22,5330
78_1,6930
78_2,6552
78_3,7303
78_4,9072
78_5,7777
78_6,7189
78_7,5916
78_8,7854
78_9,6549
78_10,10640
78_11,7488
78_12,3476
78_13,4500
78_14,4582
78_15,2475
78_16,4148
78_17,2491
78_18,3843
78_19,6557
78_20,5250
78_21,14883
78_22,1720
78_23,3192
78_24,3312
78_25,3600
78_26,1189
78_27,11325
78_28,4225
75_1,2107
75_2,2754
75_3,2544
75_4,1598
75_5,3819
75_6,3417
75_7,2668
75_8,2520
75_9,2961
75_10,4248
75_11,4488
75_12,2244
75_13,2520
75_14,841
75_15,2928
75_16,3526
75_17,4814
75_18,1554
75_19,1271
75_20,1240
75_21,3136
104_1,10509
104_2,9345
104_3,12825
104_4,14690
104_5,12480
104_6,5776
104_7,10005
104_8,9460
104_9,13764
104_10,6900
104_11,14762
104_12,11070
104_13,4697
104_14,10234
104_15,3844
104_16,3648
104_17,9240
104_18,8832
104_19,6768
104_20,3872
104_21,1961
104_22,3186
104_23,19591
104_24,2772
104_25,1161
104_26,7968
80_1,2592
80_2,2025
80_3,5600
80_4,4368
80_5,3384
80_6,5395
80_7,3510
80_8,3850
80_9,2394
80_10,3080
80_11,2156
80_12,4020
80_13,3100
80_14,1890
80_15,3408
80_16,3780
80_17,3196
80_18,3648
80_19,2964
80_20,3402
80_21,1325
80_22,1716
80_23,2550
105_1,23200
105_2,15198
105_3,9288
105_4,17420
105_5,15456
105_6,16588
105_7,22400
105_8,16470
105_9,14364
105_10,10250
105_11,21420
105_12,10823
105_13,12543
105_14,4092
105_15,10914
105_16,12688
105_17,7050
105_18,9680
105_19,4070
105_20,5687
113_1,2736
113_2,2494
113_3,2992
113_4,1290
113_5,2116
113_6,1815
113_7,3456
113_8,2070
113_9,3132
113_10,3782
113_11,3800
113_12,2160
113_13,4964
113_14,2451
113_15,2850
113_16,1681
113_17,476
113_18,1470
113_19,570
117_1,2650
117_2,2842
117_3,2530
117_4,3009
117_5,3332
117_6,1054
117_7,2150
117_8,2592
117_9,2244
117_10,1386
117_11,2430
117_12,2760
117_13,2856
117_14,3016
117_15,3584
117_16,2600
117_17,3111
117_18,676
117_19,2214
117_20,1628
117_21,1892
57_1,10512
57_2,11449
57_3,8374
57_4,9991
57_5,9660
57_6,6566
57_7,9450
57_8,7728
57_9,7553
57_10,5460
57_11,6642
57_12,7128
57_13,6448
57_14,6552
57_15,8178
57_16,3600
57_17,5644
57_18,5092
57_19,3717
57_20,1302
57_21,6565
57_22,10614
57_23,1540
57_24,2555
57_25,4268
112_1,2820
112_2,3696
112_3,3078
112_4,2450
112_5,1395
112_6,3843
112_7,3245
112_8,4788
112_9,3465
112_10,2601
112_11,3705
112_12,3968
112_13,1710
112_14,3843
112_15,2025
112_16,2236
112_17,2320
112_18,1444
112_19,1560
112_20,728
112_21,1710
112_22,2448
111_1,2070
111_2,2162
111_3,3528
111_4,4292
111_5,2806
111_6,2695
111_7,5041
111_8,4118
111_9,3968
111_10,1664
111_11,3840
111_12,2970
111_13,4176
111_14,3640
111_15,2240
111_16,2088
111_17,1020
111_18,1824
111_19,3596
111_20,2601
111_21,1470
111_22,2200
111_23,1824
45_23,6864
45_24,1705
40_1,11808
40_2,11039
40_3,8625
40_4,8856
40_5,9796
40_6,13254
40_7,8322
40_8,4950
40_9,10527
40_10,5757
40_11,10179
40_12,7546
40_13,6572
40_14,6298
40_15,3159
