ID,Area
16_1,6328
16_2,5310
16_3,4601
16_4,4104
16_5,2800
16_6,5311
16_7,6426
16_8,4949
16_9,2346
16_10,7176
16_11,3870
16_12,3432
16_13,3600
16_14,2952
16_15,4738
16_16,4884
16_17,3542
16_18,4066
16_19,3375
16_20,1287
16_21,3780
16_22,5967
16_23,5096
16_24,1722
16_25,2565
111_1,2160
111_2,3304
111_3,3348
111_4,3906
111_5,3480
111_6,3304
111_7,3776
111_8,2146
111_9,1428
111_10,4080
111_11,2112
111_12,3696
111_13,1716
111_14,2451
111_15,3750
111_16,2832
111_17,1584
111_18,1476
111_19,2255
111_20,567
7_1,34889
7_2,34717
34_1,2664
34_2,3120
34_3,5002
34_4,2870
34_5,3948
34_6,3650
34_7,2695
34_8,2928
34_9,3484
34_10,3888
34_11,4680
34_12,3922
34_13,4047
34_14,2565
34_15,3591
34_16,2205
34_17,2352
34_18,2604
34_19,3996
34_20,3843
34_21,2093
34_22,2412
34_23,3306
34_24,1056
34_25,5760
34_26,1645
34_27,1200
108_1,4087
108_2,2508
108_3,4216
108_4,4030
108_5,4092
108_6,3024
108_7,3192
108_8,3245
108_9,2907
108_10,2832
108_11,2116
108_12,1998
108_13,3420
108_14,2915
108_15,1776
108_16,1764
108_17,2744
108_18,2379
108_19,1275
108_20,2052
108_21,2236
108_22,1710
18_1,4601
18_2,3276
18_3,3255
18_4,3348
18_5,3838
18_6,2464
18_7,3008
18_8,2886
18_9,2759
18_10,2835
18_11,3003
18_12,1080
18_13,2074
18_14,2765
18_15,1144
18_16,5800
18_17,1275
18_18,1098
18_19,4560
67_1,5808
67_2,9317
67_3,6106
67_4,7236
67_5,7770
67_6,6732
67_7,7412
67_8,7546
67_9,7920
67_10,4347
67_11,1680
67_12,3264
67_13,9494
67_14,6106
67_15,4758
67_16,5476
67_17,3000
67_18,3780
67_19,1947
67_20,1485
67_21,5760
67_22,3588
67_23,1872
67_24,2528
103_1,16536
103_2,9048
103_3,11684
103_4,13152
103_5,18088
103_6,12348
103_7,17236
103_8,8772
103_9,12330
103_10,14490
103_11,4275
103_12,11305
103_13,14400
103_14,5750
103_15,7857
103_16,11564
103_17,5334
103_18,4464
103_19,5600
103_20,1457
103_21,7227
103_22,1056
103_23,4389
35_1,6580
35_2,6864
35_3,8470
35_4,10640
35_5,6400
35_6,2775
35_7,7935
35_8,9880
35_9,7210
35_10,9156
35_11,11817
35_12,4956
35_13,7544
35_14,7480
35_15,9922
35_16,5183
35_17,3102
35_18,7227
35_19,3080
35_20,6808
35_21,6853
35_22,1271
35_23,2009
35_24,2068
35_25,5994
35_26,1344
35_27,2058
35_28,2072
