ID,Area
16_1,6441
16_2,5355
16_3,4558
16_4,6324
16_5,4998
16_6,4004
16_7,3996
16_8,3640
16_9,5704
16_10,4876
16_11,3520
16_12,3510
16_13,2730
16_14,2952
16_15,4680
16_16,2592
16_17,5264
16_18,3344
16_19,5616
16_20,3848
111_1,3712
111_2,3780
111_3,3306
111_4,3245
111_5,3540
111_6,4080
111_7,3300
111_8,2205
111_9,1470
111_10,2183
111_11,3172
111_12,1683
111_13,2499
111_14,2064
111_15,2508
111_16,1584
111_17,2891
7_1,37148
7_2,36267
34_1,4960
34_2,4118
34_3,3160
34_4,3484
34_5,2627
34_6,2867
34_7,3975
34_8,3626
34_9,2695
34_10,2788
34_11,3713
34_12,3735
34_13,2464
34_14,4590
34_15,5616
34_16,2208
34_17,3654
34_18,1725
34_19,3780
34_20,2562
108_1,3960
108_2,2464
108_3,2832
108_4,3420
108_5,4216
108_6,4032
108_7,3078
108_8,3024
108_9,3712
108_10,3306
108_11,2907
108_12,2209
108_13,1998
108_14,2200
108_15,1961
108_16,1764
108_17,2340
108_18,2640
18_1,4601
18_2,3276
18_3,3069
18_4,3978
18_5,2528
18_6,3348
18_7,3002
18_8,2790
18_9,3105
18_10,3196
18_11,3094
18_12,2142
18_13,2835
67_1,6106
67_2,5808
67_3,6500
67_4,7344
67_5,7546
67_6,9196
67_7,7303
67_8,7519
67_9,4284
67_10,3136
67_11,7938
67_12,1681
67_13,6020
67_14,9400
67_15,4819
67_16,5476
67_17,3000
67_18,2006
67_19,3710
67_20,1452
103_1,12410
103_2,12558
103_3,11830
103_4,13818
103_5,17685
103_6,16320
103_7,9009
103_8,14214
103_9,17360
103_10,5700
103_11,3895
103_12,13685
103_13,10088
103_14,11340
103_15,5376
103_16,5313
103_17,8118
103_18,11700
103_19,1440
103_20,4410
103_21,11466
35_1,6674
35_2,6666
35_3,7038
35_4,2738
35_5,7935
35_6,8640
35_7,6162
35_8,8667
35_9,9804
35_10,10434
35_11,2990
35_12,5112
35_13,10455
35_14,11600
35_15,6935
35_16,7268
35_17,6600
35_18,3080
35_19,7387
35_20,4788
35_21,6789
35_22,2058
35_23,1271
35_24,6068
35_25,1344
35_26,2068
