ID,Area
16_1,6554
16_2,6426
16_3,4515
16_4,4066
16_5,5408
16_6,5355
16_7,3731
16_8,4004
16_9,3690
16_10,3034
16_11,5859
16_12,5612
16_13,5376
16_14,2695
16_15,3420
111_1,3968
111_2,3306
111_3,4209
111_4,3965
111_5,3465
111_6,3420
111_7,3600
7_1,37680
7_2,35960
34_1,3726
34_2,3700
34_3,2664
34_4,5084
34_5,4248
34_6,4420
34_7,3200
34_8,2870
34_9,4180
34_10,5395
34_11,3042
34_12,3038
34_13,4823
34_14,4288
34_15,2610
108_1,4284
108_2,4216
108_3,4224
108_4,2565
108_5,4224
108_6,3190
108_7,2950
108_8,3135
108_9,3078
108_10,3477
18_1,4796
18_2,3162
18_3,3276
18_4,3348
18_5,3737
18_6,3036
18_7,3105
18_8,2964
67_1,5963
67_2,6106
67_3,9196
67_4,7821
67_5,7452
67_6,6732
67_7,8134
67_8,7700
67_9,4544
67_10,4898
67_11,6160
67_12,9207
67_13,7725
67_14,1722
67_15,3264
67_16,6688
103_1,17554
103_2,13818
103_3,16640
103_4,13083
103_5,12741
103_6,12144
103_7,9280
103_8,17343
103_9,5814
103_10,11610
103_11,14873
103_12,5141
103_13,5688
103_14,14400
103_15,13225
35_1,6745
35_2,9180
35_3,6592
35_4,8833
35_5,7935
35_6,7455
35_7,5040
35_8,7885
35_9,3216
35_10,10640
35_11,7104
35_12,5913
35_13,10416
35_14,10140
35_15,2964
35_16,11800
35_17,3136
35_18,7654
35_19,6600
35_20,7220
35_21,2050
